user_id,occupation,monthly_income,income_variance,upi_txn_count,upi_avg_amount,upi_inflow_outflow_ratio,gst_filing_frequency,monthly_revenue,savings_ratio,missed_payments,credit_score,loan_repaid,risk_level,reason
274,vendor,33472,0.21,81,2541,1.51,0,132673,0.22,2,442,0,High Risk,Stable financial behavior
275,freelancer,59230,0.46,320,1278,0.98,9,169854,0.4,0,609,1,Medium Risk,Stable financial behavior
276,freelancer,83616,0.54,446,454,1.07,7,71782,0.38,4,748,1,Medium Risk,High missed payments
277,delivery_agent,17099,0.47,54,1771,1.99,1,130716,0.08,0,348,0,High Risk,Low savings
278,freelancer,35431,0.45,379,2950,0.87,5,138030,0.31,0,469,0,High Risk,Stable financial behavior
279,freelancer,66492,0.48,357,1270,1.26,8,92036,0.11,0,651,1,Medium Risk,Low savings
280,freelancer,57684,0.33,382,2875,1.77,0,55342,0.49,5,591,0,High Risk,High missed payments
281,driver,40111,0.54,218,164,0.86,5,105745,0.42,4,483,0,High Risk,High missed payments
282,delivery_agent,73936,0.2,230,1726,1.12,7,172049,0.1,4,683,1,Medium Risk,High missed payments
283,shopkeeper,32614,0.16,415,114,1.42,9,77396,0.1,5,446,0,High Risk,High missed payments
284,vendor,51991,0.24,227,1349,1.22,1,134836,0.32,3,554,0,High Risk,High missed payments
285,shopkeeper,80476,0.37,192,874,1.19,4,126998,0.21,5,717,1,Medium Risk,High missed payments
286,delivery_agent,70920,0.36,411,2336,1.04,5,70021,0.07,1,675,1,Medium Risk,Low savings
287,vendor,73530,0.51,297,2399,1.38,4,150672,0.29,2,686,1,Medium Risk,Stable financial behavior
288,delivery_agent,46224,0.3,176,1465,1.44,2,138559,0.22,2,521,0,High Risk,Stable financial behavior
289,freelancer,17788,0.34,312,1018,1.48,3,86836,0.1,0,362,0,High Risk,Low savings
290,vendor,38082,0.11,89,418,0.61,6,178147,0.41,4,468,0,High Risk,High missed payments
291,freelancer,99570,0.3,461,282,1.45,3,181874,0.46,4,842,1,Low Risk,High missed payments
292,shopkeeper,86816,0.42,465,2292,1.93,8,97017,0.39,0,778,1,Low Risk,Stable financial behavior
293,shopkeeper,93588,0.11,404,956,1.31,10,122689,0.42,1,814,1,Low Risk,Stable financial behavior
294,vendor,26531,0.24,304,970,1.57,11,100291,0.15,2,414,0,High Risk,Low savings
295,vendor,98340,0.2,192,738,1.34,9,110450,0.17,5,825,1,Low Risk,High missed payments
296,delivery_agent,54857,0.12,289,226,1.78,1,186664,0.14,3,574,0,High Risk,High missed payments
297,delivery_agent,20142,0.34,277,2314,1.89,4,76006,0.39,1,376,0,High Risk,Stable financial behavior
298,freelancer,58355,0.19,390,1084,0.78,7,177341,0.48,4,599,0,High Risk,High missed payments
299,vendor,19866,0.47,247,1519,1.16,4,124268,0.37,0,373,0,High Risk,Stable financial behavior
300,shopkeeper,80067,0.52,114,679,1.09,9,70138,0.45,2,721,1,Medium Risk,Stable financial behavior
301,delivery_agent,74027,0.37,437,213,1.11,11,82398,0.34,0,701,1,Medium Risk,Stable financial behavior
302,delivery_agent,67906,0.59,60,2150,0.69,7,170946,0.22,4,640,1,Medium Risk,High missed payments
303,shopkeeper,38138,0.33,157,2315,1.72,7,77228,0.24,0,479,0,High Risk,Stable financial behavior
304,delivery_agent,39956,0.36,75,873,0.55,8,82670,0.08,5,474,0,High Risk,High missed payments
305,freelancer,86295,0.59,494,2482,1.29,9,145613,0.06,2,768,1,Low Risk,Low savings
306,vendor,15439,0.22,470,105,1.49,5,122071,0.36,0,357,0,High Risk,Stable financial behavior
307,shopkeeper,57241,0.57,200,167,0.81,11,130572,0.25,2,589,0,High Risk,Stable financial behavior
308,vendor,52533,0.12,270,2997,1.86,3,158997,0.3,0,567,0,High Risk,Stable financial behavior
309,delivery_agent,38270,0.32,390,847,1.76,11,23107,0.3,0,491,0,High Risk,Stable financial behavior
310,delivery_agent,88815,0.14,286,829,1.21,10,106388,0.17,2,778,1,Low Risk,Low savings
311,shopkeeper,49279,0.46,286,2900,1.12,2,115719,0.26,5,536,0,High Risk,High missed payments
312,freelancer,33888,0.4,268,2942,0.85,11,138018,0.26,0,458,0,High Risk,Stable financial behavior
313,driver,27630,0.45,473,1488,1.59,4,47617,0.22,5,417,0,High Risk,High missed payments
314,shopkeeper,71063,0.29,200,1943,0.7,5,94258,0.42,1,670,1,Medium Risk,Stable financial behavior
315,driver,45144,0.28,172,2952,1.52,2,70075,0.25,3,513,0,High Risk,High missed payments
316,driver,62161,0.12,193,757,1.76,1,146998,0.32,1,618,1,Medium Risk,Stable financial behavior
317,freelancer,87360,0.27,238,1153,0.84,6,42631,0.45,3,765,1,Low Risk,High missed payments
318,driver,60979,0.56,304,71,1.8,10,143120,0.44,1,619,1,Medium Risk,Stable financial behavior
319,driver,16979,0.29,117,1550,0.55,4,117158,0.45,3,345,0,High Risk,High missed payments
320,freelancer,36189,0.52,153,892,1.87,8,158955,0.17,0,468,0,High Risk,Low savings
321,driver,52600,0.52,385,1810,0.68,2,170780,0.07,2,562,0,High Risk,Low savings
322,driver,69560,0.29,208,1166,1.47,7,66221,0.17,2,661,1,Medium Risk,Low savings
323,driver,88040,0.42,358,241,0.88,5,168269,0.18,4,768,1,Low Risk,High missed payments
324,shopkeeper,71558,0.15,411,1068,1.75,3,172206,0.46,3,679,1,Medium Risk,High missed payments
325,shopkeeper,96205,0.15,458,1176,1.27,11,125922,0.34,4,825,1,Low Risk,High missed payments
326,shopkeeper,16910,0.12,349,445,0.7,11,53550,0.09,5,351,0,High Risk,High missed payments
327,freelancer,67713,0.39,445,2737,1.36,8,34642,0.11,5,652,1,Medium Risk,High missed payments
328,delivery_agent,56857,0.31,139,1068,1.11,4,171511,0.12,4,577,0,High Risk,High missed payments
329,driver,44964,0.37,406,616,1.49,9,126093,0.33,3,523,0,High Risk,High missed payments
330,driver,95667,0.36,305,280,1.82,5,175655,0.38,2,819,1,Low Risk,Stable financial behavior
331,freelancer,35227,0.28,402,923,1.11,8,113885,0.44,3,466,0,High Risk,High missed payments
332,driver,15978,0.44,269,2671,0.93,6,99538,0.47,5,343,0,High Risk,High missed payments
333,shopkeeper,97527,0.48,58,289,0.52,11,82014,0.14,0,823,1,Low Risk,Low savings
334,delivery_agent,27153,0.11,61,139,1.36,4,39523,0.19,4,402,0,High Risk,High missed payments
335,vendor,69765,0.2,374,2329,1.1,1,130285,0.16,4,661,1,Medium Risk,High missed payments
336,driver,49071,0.46,487,506,1.06,3,125879,0.21,5,542,0,High Risk,High missed payments
337,shopkeeper,79519,0.29,293,2330,0.77,1,110629,0.46,3,718,1,Medium Risk,High missed payments
338,vendor,19503,0.43,231,403,1.15,2,96830,0.31,4,362,0,High Risk,High missed payments
339,delivery_agent,70703,0.27,333,1054,1.98,9,65538,0.38,2,676,1,Medium Risk,Stable financial behavior
340,vendor,74379,0.3,361,1406,0.95,11,67310,0.27,4,692,1,Medium Risk,High missed payments
341,shopkeeper,67866,0.18,148,488,1.4,2,161980,0.06,3,644,1,Medium Risk,High missed payments
342,vendor,26905,0.23,246,1448,1.66,3,135266,0.08,5,404,0,High Risk,High missed payments
343,freelancer,55838,0.4,415,394,1.62,5,32699,0.29,2,588,0,High Risk,Stable financial behavior
344,vendor,68279,0.32,275,2761,0.99,11,86912,0.37,2,658,1,Medium Risk,Stable financial behavior
345,driver,99489,0.49,382,706,1.42,2,165327,0.15,4,836,1,Low Risk,High missed payments
346,driver,36806,0.53,152,2227,1.81,9,99183,0.37,3,467,0,High Risk,High missed payments
347,freelancer,55000,0.37,155,2238,0.52,0,80282,0.41,4,566,0,High Risk,High missed payments
348,shopkeeper,32168,0.48,414,2512,1.15,0,78249,0.24,0,448,0,High Risk,Stable financial behavior
349,driver,80119,0.25,417,1166,0.84,8,58176,0.39,5,725,1,Medium Risk,High missed payments
350,delivery_agent,48714,0.31,107,675,1.08,8,28163,0.23,0,539,0,High Risk,Stable financial behavior
351,driver,64093,0.46,127,333,1.12,4,74210,0.36,2,625,1,Medium Risk,Stable financial behavior
352,driver,65419,0.29,124,2029,1.62,8,143844,0.39,4,632,1,Medium Risk,High missed payments
353,shopkeeper,59145,0.39,91,1728,0.64,10,124587,0.5,0,601,1,Medium Risk,Stable financial behavior
354,vendor,87425,0.19,471,272,1.27,6,91979,0.21,1,777,1,Low Risk,Stable financial behavior
355,driver,87811,0.4,373,793,1.35,8,98860,0.23,0,778,1,Low Risk,Stable financial behavior
356,freelancer,12461,0.53,230,512,1.24,11,172215,0.12,4,323,0,High Risk,High missed payments
357,vendor,24291,0.53,82,1618,1.6,6,24920,0.14,4,386,0,High Risk,High missed payments
358,delivery_agent,56804,0.46,120,1755,1.08,8,102911,0.36,5,578,0,High Risk,High missed payments
359,shopkeeper,86971,0.47,105,1213,1.92,1,57996,0.46,0,763,1,Low Risk,Stable financial behavior
360,delivery_agent,74946,0.38,154,2454,1.22,10,162820,0.23,4,688,1,Medium Risk,High missed payments
361,vendor,94080,0.39,249,1786,1.36,10,114071,0.13,4,803,1,Low Risk,High missed payments
362,vendor,71332,0.17,150,1096,1.74,7,67252,0.18,5,665,1,Medium Risk,High missed payments
363,vendor,87794,0.32,305,2956,0.91,6,142734,0.25,5,765,1,Low Risk,High missed payments
364,delivery_agent,40841,0.33,356,714,0.61,5,157522,0.18,5,489,0,High Risk,High missed payments
365,vendor,58758,0.58,123,1406,1.56,4,72756,0.16,5,587,0,High Risk,High missed payments
366,delivery_agent,86272,0.32,220,1064,1.22,3,70235,0.38,1,760,1,Low Risk,Stable financial behavior
367,vendor,47643,0.37,426,2182,1.84,6,110546,0.05,2,539,0,High Risk,Low savings
368,freelancer,60408,0.37,192,2718,1.97,2,151092,0.29,4,602,1,Medium Risk,High missed payments
369,vendor,53950,0.42,215,1104,1.1,7,145802,0.41,3,568,0,High Risk,High missed payments
370,delivery_agent,66849,0.47,448,1814,1.12,1,128421,0.17,5,644,1,Medium Risk,High missed payments
371,driver,38044,0.21,310,2337,1.11,0,160736,0.32,2,477,0,High Risk,Stable financial behavior
372,vendor,25997,0.36,270,1963,0.99,10,86635,0.35,5,403,0,High Risk,High missed payments
373,driver,89751,0.51,132,412,1.67,1,43225,0.34,2,775,1,Low Risk,Stable financial behavior
374,freelancer,33911,0.33,231,2919,1.64,8,126885,0.25,3,452,0,High Risk,High missed payments
375,shopkeeper,65533,0.24,356,1462,1.22,4,105333,0.21,0,645,1,Medium Risk,Stable financial behavior
376,freelancer,92566,0.43,59,717,0.57,10,191297,0.43,1,794,1,Low Risk,Stable financial behavior
377,vendor,24571,0.51,445,1930,0.96,7,30807,0.39,4,401,0,High Risk,High missed payments
378,driver,67941,0.13,53,1444,0.94,2,26402,0.19,0,647,1,Medium Risk,Low savings
379,driver,68005,0.49,400,148,1.72,6,24521,0.1,3,656,1,Medium Risk,High missed payments
380,delivery_agent,96250,0.51,451,2144,0.63,1,134693,0.08,1,822,1,Low Risk,Low savings
381,driver,68712,0.33,385,2936,1.71,7,28382,0.09,1,664,1,Medium Risk,Low savings
382,delivery_agent,53541,0.59,341,471,1.5,6,130996,0.31,1,573,0,High Risk,Stable financial behavior
383,shopkeeper,33387,0.49,330,1553,1.6,11,35065,0.07,3,452,0,High Risk,High missed payments
384,vendor,58908,0.49,264,111,1.15,4,105470,0.2,5,592,0,High Risk,High missed payments
385,delivery_agent,95457,0.47,147,1182,1.52,11,34425,0.39,5,808,1,Low Risk,High missed payments
386,shopkeeper,23057,0.18,469,1752,1.41,10,33111,0.18,5,393,0,High Risk,High missed payments
387,driver,74028,0.21,150,647,1.65,3,191871,0.39,0,689,1,Medium Risk,Stable financial behavior
388,driver,65731,0.33,58,441,1.17,0,73257,0.39,4,627,1,Medium Risk,High missed payments
389,shopkeeper,34858,0.23,110,1125,1.21,4,143990,0.16,1,454,0,High Risk,Low savings
390,driver,58689,0.31,358,2700,1.47,11,147813,0.38,1,608,1,Medium Risk,Stable financial behavior
391,shopkeeper,54638,0.54,195,1362,0.66,8,101046,0.39,0,576,0,High Risk,Stable financial behavior
392,delivery_agent,56486,0.51,476,2079,1.15,9,57851,0.23,5,588,0,High Risk,High missed payments
393,delivery_agent,30567,0.42,468,2434,1.96,3,28816,0.14,1,442,0,High Risk,Low savings
394,shopkeeper,39739,0.53,112,859,0.56,8,22175,0.28,1,483,0,High Risk,Stable financial behavior
395,delivery_agent,67804,0.49,170,1455,0.97,11,31341,0.46,3,650,1,Medium Risk,High missed payments
396,delivery_agent,13754,0.31,275,2849,0.97,1,83908,0.34,2,333,0,High Risk,Stable financial behavior
397,delivery_agent,37044,0.2,154,1209,1.45,3,176726,0.13,0,470,0,High Risk,Low savings
398,freelancer,77260,0.36,309,1581,0.66,8,79696,0.36,0,713,1,Medium Risk,Stable financial behavior
399,vendor,76912,0.47,398,1435,1.44,3,103115,0.24,5,703,1,Medium Risk,High missed payments
400,driver,18706,0.32,474,930,0.64,4,50194,0.32,0,373,0,High Risk,Stable financial behavior
401,freelancer,18894,0.43,304,1649,0.64,10,185909,0.38,5,362,0,High Risk,High missed payments
402,delivery_agent,28037,0.15,478,2732,1.59,7,104358,0.28,3,426,0,High Risk,High missed payments
403,shopkeeper,93986,0.47,483,303,0.99,0,192648,0.42,3,809,1,Low Risk,High missed payments
404,delivery_agent,91942,0.51,256,2117,1.97,0,122548,0.37,4,789,1,Low Risk,High missed payments
405,vendor,61612,0.45,77,2625,0.56,8,170799,0.33,5,603,1,Medium Risk,High missed payments
406,delivery_agent,39725,0.58,219,1218,1.17,8,54579,0.12,3,483,0,High Risk,High missed payments
407,shopkeeper,15926,0.51,385,1281,0.67,3,116554,0.43,5,344,0,High Risk,High missed payments
408,vendor,19496,0.55,125,2473,1.03,1,167627,0.47,0,365,0,High Risk,Stable financial behavior
409,delivery_agent,66447,0.57,165,215,2.0,8,73294,0.11,4,638,1,Medium Risk,High missed payments
410,vendor,39806,0.5,118,1623,1.83,3,69777,0.27,2,482,0,High Risk,Stable financial behavior
411,driver,98199,0.44,403,2958,0.57,5,156978,0.17,1,835,1,Low Risk,Low savings
412,driver,51321,0.1,283,666,1.34,11,60751,0.39,1,562,0,High Risk,Stable financial behavior
413,delivery_agent,75095,0.33,50,2709,1.47,0,128750,0.37,4,682,1,Medium Risk,High missed payments
414,vendor,32656,0.39,216,1675,0.81,11,94180,0.11,5,438,0,High Risk,High missed payments
415,shopkeeper,65147,0.25,401,552,0.72,8,51644,0.44,5,637,1,Medium Risk,High missed payments
416,delivery_agent,59666,0.26,267,962,1.86,4,53521,0.13,5,599,0,High Risk,High missed payments
417,driver,92368,0.58,322,2176,1.95,2,31564,0.41,2,799,1,Low Risk,Stable financial behavior
418,driver,48787,0.55,417,634,1.99,3,125155,0.26,1,548,0,High Risk,Stable financial behavior
419,delivery_agent,72946,0.52,300,2008,1.68,0,178371,0.2,4,677,1,Medium Risk,High missed payments
420,vendor,31727,0.3,396,2785,1.5,8,199030,0.12,5,440,0,High Risk,High missed payments
421,driver,78056,0.11,393,445,1.02,7,164493,0.13,3,715,1,Medium Risk,High missed payments
422,vendor,13081,0.14,468,1681,0.76,3,108747,0.35,0,340,0,High Risk,Stable financial behavior
423,driver,44196,0.26,223,1930,0.62,1,31202,0.3,2,509,0,High Risk,Stable financial behavior
424,driver,46735,0.11,219,451,1.54,8,129407,0.1,5,522,0,High Risk,High missed payments
425,freelancer,90102,0.11,295,1024,1.68,3,193257,0.1,1,785,1,Low Risk,Low savings
426,driver,89578,0.56,472,273,1.74,8,154757,0.08,0,791,1,Low Risk,Low savings
427,shopkeeper,35498,0.45,139,567,1.87,9,110197,0.38,4,458,0,High Risk,High missed payments
428,delivery_agent,86865,0.25,98,2731,1.82,2,62637,0.37,5,753,1,Low Risk,High missed payments
429,delivery_agent,41656,0.17,495,285,2.0,6,169438,0.08,1,509,0,High Risk,Low savings
430,vendor,77695,0.36,343,165,0.87,6,44276,0.3,0,716,1,Medium Risk,Stable financial behavior
431,driver,47900,0.1,456,275,1.64,9,100946,0.09,3,542,0,High Risk,High missed payments
432,shopkeeper,94899,0.57,199,2327,1.38,3,199311,0.46,2,809,1,Low Risk,Stable financial behavior
433,vendor,57701,0.31,181,231,0.89,1,95214,0.46,4,584,0,High Risk,High missed payments
434,freelancer,29033,0.3,482,1391,1.97,10,175647,0.36,1,438,0,High Risk,Stable financial behavior
435,vendor,20805,0.3,108,259,1.85,8,192473,0.47,3,373,0,High Risk,High missed payments
436,vendor,45851,0.13,373,1465,0.69,3,61230,0.42,2,526,0,High Risk,Stable financial behavior
437,driver,36832,0.42,248,2193,0.54,7,144086,0.42,2,469,0,High Risk,Stable financial behavior
438,freelancer,73437,0.47,264,943,1.53,1,149526,0.31,3,682,1,Medium Risk,High missed payments
439,vendor,23944,0.44,435,1931,1.41,7,174093,0.19,1,403,0,High Risk,Low savings
440,shopkeeper,29873,0.17,98,2853,1.9,10,160521,0.15,2,426,0,High Risk,Low savings
441,shopkeeper,50372,0.39,281,1159,0.85,9,166729,0.2,4,547,0,High Risk,High missed payments
442,delivery_agent,99464,0.38,296,2512,0.63,4,55059,0.33,0,841,1,Low Risk,Stable financial behavior
443,freelancer,25379,0.53,431,2076,0.89,6,21532,0.13,4,403,0,High Risk,High missed payments
444,freelancer,46751,0.29,288,443,0.53,6,122666,0.17,5,521,0,High Risk,High missed payments
445,delivery_agent,99822,0.29,464,2793,0.55,11,101551,0.26,2,848,1,Low Risk,Stable financial behavior
446,vendor,15110,0.41,416,893,1.87,8,188828,0.15,0,353,0,High Risk,Low savings
447,freelancer,64341,0.42,217,1574,1.03,2,91880,0.31,3,626,1,Medium Risk,High missed payments
448,shopkeeper,22087,0.33,97,653,1.12,9,126734,0.47,0,384,0,High Risk,Stable financial behavior
449,shopkeeper,33762,0.32,100,631,0.53,3,133997,0.39,0,448,0,High Risk,Stable financial behavior
450,driver,92617,0.35,348,2092,0.91,9,185278,0.35,0,806,1,Low Risk,Stable financial behavior
451,freelancer,19596,0.53,147,1989,1.71,3,72168,0.31,2,364,0,High Risk,Stable financial behavior
452,vendor,28313,0.33,488,182,1.42,9,133123,0.27,5,424,0,High Risk,High missed payments
453,delivery_agent,76549,0.57,265,2888,1.63,4,175622,0.13,5,696,1,Medium Risk,High missed payments
454,delivery_agent,33705,0.35,226,2746,1.17,5,157461,0.45,1,453,0,High Risk,Stable financial behavior
455,vendor,77364,0.57,429,2318,0.96,2,107897,0.16,5,705,1,Medium Risk,High missed payments
456,driver,83445,0.52,129,1025,1.22,3,186919,0.09,2,736,1,Medium Risk,Low savings
457,delivery_agent,88645,0.28,234,1863,0.98,2,124599,0.39,1,774,1,Low Risk,Stable financial behavior
458,freelancer,12023,0.53,416,1593,1.76,1,99239,0.13,3,325,0,High Risk,High missed payments
459,driver,69796,0.16,448,2885,0.95,9,38642,0.22,3,669,1,Medium Risk,High missed payments
460,freelancer,90073,0.56,76,2788,1.49,11,126862,0.06,3,775,1,Low Risk,High missed payments
461,shopkeeper,74429,0.42,497,1407,0.71,8,56509,0.11,3,696,1,Medium Risk,High missed payments
462,driver,71627,0.13,463,88,1.53,0,99417,0.13,3,677,1,Medium Risk,High missed payments
463,delivery_agent,43848,0.42,469,1366,1.87,1,69237,0.07,4,512,0,High Risk,High missed payments
464,driver,47804,0.59,244,2787,1.41,7,166486,0.35,2,535,0,High Risk,Stable financial behavior
465,driver,25379,0.13,263,211,1.34,6,83176,0.43,1,407,0,High Risk,Stable financial behavior
466,driver,69664,0.38,418,1959,1.94,11,148633,0.22,3,670,1,Medium Risk,High missed payments
467,driver,37766,0.47,391,1177,1.44,0,99865,0.44,4,475,0,High Risk,High missed payments
468,freelancer,78099,0.51,163,2258,0.89,4,137181,0.15,5,700,1,Medium Risk,High missed payments
469,shopkeeper,46060,0.31,291,1708,0.94,9,82059,0.2,4,522,0,High Risk,High missed payments
470,vendor,79122,0.2,173,2013,1.56,5,69150,0.12,4,711,1,Medium Risk,High missed payments
471,driver,26087,0.12,354,1107,1.6,4,108367,0.33,2,411,0,High Risk,Stable financial behavior
472,delivery_agent,58868,0.39,125,2339,0.96,3,61091,0.24,3,591,0,High Risk,High missed payments
473,driver,33225,0.33,360,1016,1.02,0,20903,0.33,4,446,0,High Risk,High missed payments
474,delivery_agent,16643,0.57,361,939,1.99,6,74235,0.39,4,353,0,High Risk,High missed payments
475,freelancer,46727,0.13,245,2210,0.65,8,75342,0.3,3,526,0,High Risk,High missed payments
476,delivery_agent,21005,0.44,400,2415,1.11,5,193795,0.33,2,381,0,High Risk,Stable financial behavior
477,vendor,75697,0.11,93,2120,0.59,2,55572,0.47,4,687,1,Medium Risk,High missed payments
478,shopkeeper,26029,0.19,464,2921,1.73,9,37610,0.18,1,418,0,High Risk,Low savings
479,delivery_agent,24226,0.33,235,2798,0.64,3,54052,0.21,0,396,0,High Risk,Stable financial behavior
480,delivery_agent,73646,0.33,392,1716,1.51,9,118993,0.37,5,688,1,Medium Risk,High missed payments
481,shopkeeper,70603,0.44,295,1491,0.58,4,107063,0.33,0,671,1,Medium Risk,Stable financial behavior
482,vendor,38731,0.56,486,1117,1.51,11,188622,0.13,0,494,0,High Risk,Low savings
483,driver,78926,0.42,133,177,1.76,11,180083,0.22,2,716,1,Medium Risk,Stable financial behavior
484,delivery_agent,15997,0.58,256,2973,1.1,0,185836,0.26,4,340,0,High Risk,High missed payments
485,shopkeeper,65506,0.54,200,207,1.28,4,117540,0.24,0,639,1,Medium Risk,Stable financial behavior
486,freelancer,88229,0.39,205,876,1.1,0,73533,0.13,0,770,1,Low Risk,Low savings
487,shopkeeper,59815,0.52,65,1940,0.95,8,175136,0.47,5,594,0,High Risk,High missed payments
488,freelancer,52092,0.42,214,2949,1.7,6,143989,0.39,3,558,0,High Risk,High missed payments
489,vendor,72539,0.14,454,561,0.91,2,140388,0.27,4,681,1,Medium Risk,High missed payments
